timestamp,root_cause,alarm
0,pac,pipe294
0,pac,pipe295
0,pac,pipe292
0,pac,pipe290
0,pac,pipe291
0,pac,pipe592
0,pac,pipe943
0,pac,pipe749
0,pac,pipe740
0,pac,pipe741
0,pac,pipe742
0,pac,pipe744
0,pac,pipe746
0,pac,pipe747
0,pac,pipe24
0,pac,pipe25
0,pac,pipe26
0,pac,pipe27
0,pac,pipe22
0,pac,pipe23
0,pac,pipe982
0,pac,pipe608
0,pac,pipe605
0,pac,pipe604
0,pac,pipe607
0,pac,pipe606
0,pac,pipe601
0,pac,pipe603
0,pac,pipe602
0,pac,pipe926
0,pac,pipe366
0,pac,pipe367
0,pac,pipe364
0,pac,pipe365
0,pac,pipe249
0,pac,pipe360
0,pac,pipe361
0,pac,pipe245
0,pac,pipe244
0,pac,pipe246
0,pac,pipe240
0,pac,pipe243
0,pac,pipe451
0,pac,pipe398
0,pac,pipe454
0,pac,pipe455
0,pac,pipe456
0,pac,pipe459
0,pac,pipe519
0,pac,pipe518
0,pac,pipe690
0,pac,pipe691
0,pac,pipe696
0,pac,pipe694
0,pac,pipe695
0,pac,pipe510
0,pac,pipe512
0,pac,pipe515
0,pac,pipe514
0,pac,pipe516
0,pac,pipe128
0,pac,pipe983
0,pac,pipe129
0,pac,pipe393
0,pac,pipe392
0,pac,pipe391
0,pac,pipe390
0,pac,pipe397
0,pac,pipe396
0,pac,pipe394
0,pac,pipe994
0,pac,pipe997
0,pac,pipe858
0,pac,pipe588
0,pac,pipe589
0,pac,pipe586
0,pac,pipe585
0,pac,pipe582
0,pac,pipe583
0,pac,pipe580
0,pac,pipe581
0,pac,pipe993
0,pac,pipe838
0,pac,pipe992
0,pac,pipe789
0,pac,pipe855
0,pac,pipe785
0,pac,pipe780
0,pac,pipe782
0,pac,pipe839
0,pac,pipe148
0,pac,pipe149
0,pac,pipe147
0,pac,pipe144
0,pac,pipe145
0,pac,pipe142
0,pac,pipe143
0,pac,pipe140
0,pac,pipe141
0,pac,pipe853
0,pac,pipe819
0,pac,pipe808
0,pac,pipe88
0,pac,pipe82
0,pac,pipe83
0,pac,pipe81
0,pac,pipe87
0,pac,pipe84
0,pac,pipe731
0,pac,pipe730
0,pac,pipe733
0,pac,pipe448
0,pac,pipe735
0,pac,pipe734
0,pac,pipe737
0,pac,pipe739
0,pac,pipe738
0,pac,pipe778
0,pac,pipe77
0,pac,pipe75
0,pac,pipe73
0,pac,pipe70
0,pac,pipe376
0,pac,pipe79
0,pac,pipe78
0,pac,pipe329
0,pac,pipe931
0,pac,pipe323
0,pac,pipe320
0,pac,pipe326
0,pac,pipe327
0,pac,pipe325
0,pac,pipe657
0,pac,pipe559
0,pac,pipe650
0,pac,pipe651
0,pac,pipe555
0,pac,pipe557
0,pac,pipe553
0,pac,pipe552
0,pac,pipe571
0,pac,pipe832
0,pac,pipe833
0,pac,pipe963
0,pac,pipe830
0,pac,pipe217
0,pac,pipe214
0,pac,pipe210
0,pac,pipe211
0,pac,pipe194
0,pac,pipe197
0,pac,pipe196
0,pac,pipe191
0,pac,pipe190
0,pac,pipe193
0,pac,pipe359
0,pac,pipe358
0,pac,pipe354
0,pac,pipe352
0,pac,pipe350
0,pac,pipe428
0,pac,pipe812
0,pac,pipe814
0,pac,pipe815
0,pac,pipe420
0,pac,pipe425
0,pac,pipe427
0,pac,pipe959
0,pac,pipe950
0,pac,pipe953
0,pac,pipe954
0,pac,pipe957
0,pac,pipe102
0,pac,pipe100
0,pac,pipe101
0,pac,pipe107
0,pac,pipe104
0,pac,pipe105
0,pac,pipe108
0,pac,pipe902
0,pac,pipe549
0,pac,pipe900
0,pac,pipe901
0,pac,pipe48
0,pac,pipe49
0,pac,pipe46
0,pac,pipe47
0,pac,pipe44
0,pac,pipe45
0,pac,pipe42
0,pac,pipe41
0,pac,pipe774
0,pac,pipe777
0,pac,pipe771
0,pac,pipe773
0,pac,pipe772
0,pac,pipe905
0,pac,pipe629
0,pac,pipe177
0,pac,pipe176
0,pac,pipe174
0,pac,pipe173
0,pac,pipe171
0,pac,pipe837
0,pac,pipe179
0,pac,pipe39
0,pac,pipe38
0,pac,pipe939
0,pac,pipe32
0,pac,pipe30
0,pac,pipe36
0,pac,pipe442
0,pac,pipe835
0,pac,pipe619
0,pac,pipe612
0,pac,pipe613
0,pac,pipe610
0,pac,pipe611
0,pac,pipe616
0,pac,pipe617
0,pac,pipe614
0,pac,pipe615
0,pac,pipe850
0,pac,pipe312
0,pac,pipe317
0,pac,pipe316
0,pac,pipe315
0,pac,pipe314
0,pac,pipe252
0,pac,pipe253
0,pac,pipe251
0,pac,pipe256
0,pac,pipe257
0,pac,pipe254
0,pac,pipe255
0,pac,pipe506
0,pac,pipe505
0,pac,pipe469
0,pac,pipe468
0,pac,pipe500
0,pac,pipe501
0,pac,pipe467
0,pac,pipe466
0,pac,pipe461
0,pac,pipe460
0,pac,pipe463
0,pac,pipe918
0,pac,pipe667
0,pac,pipe664
0,pac,pipe663
0,pac,pipe660
0,pac,pipe991
0,pac,pipe878
0,pac,pipe228
0,pac,pipe227
0,pac,pipe226
0,pac,pipe225
0,pac,pipe222
0,pac,pipe221
0,pac,pipe220
0,pac,pipe388
0,pac,pipe380
0,pac,pipe383
0,pac,pipe384
0,pac,pipe385
0,pac,pipe386
0,pac,pipe869
0,pac,pipe980
0,pac,pipe986
0,pac,pipe987
0,pac,pipe984
0,pac,pipe985
0,pac,pipe860
0,pac,pipe863
0,pac,pipe862
0,pac,pipe867
0,pac,pipe866
0,pac,pipe260
0,pac,pipe871
0,pac,pipe138
0,pac,pipe132
0,pac,pipe131
0,pac,pipe136
0,pac,pipe135
0,pac,pipe487
0,pac,pipe486
0,pac,pipe483
0,pac,pipe482
0,pac,pipe489
0,pac,pipe268
0,pac,pipe907
0,pac,pipe848
0,pac,pipe990
0,pac,pipe99
0,pac,pipe98
0,pac,pipe449
0,pac,pipe846
0,pac,pipe91
0,pac,pipe90
0,pac,pipe95
0,pac,pipe97
0,pac,pipe96
0,pac,pipe870
0,pac,pipe728
0,pac,pipe729
0,pac,pipe726
0,pac,pipe722
0,pac,pipe723
0,pac,pipe432
0,pac,pipe433
0,pac,pipe623
0,pac,pipe622
0,pac,pipe627
0,pac,pipe626
0,pac,pipe624
0,pac,pipe542
0,pac,pipe543
0,pac,pipe541
0,pac,pipe546
0,pac,pipe547
0,pac,pipe544
0,pac,pipe545
0,pac,pipe689
0,pac,pipe319
0,pac,pipe263
0,pac,pipe189
0,pac,pipe267
0,pac,pipe266
0,pac,pipe265
0,pac,pipe264
0,pac,pipe183
0,pac,pipe180
0,pac,pipe181
0,pac,pipe187
0,pac,pipe184
0,pac,pipe185
0,pac,pipe436
0,pac,pipe437
0,pac,pipe434
0,pac,pipe435
0,pac,pipe349
0,pac,pipe430
0,pac,pipe431
0,pac,pipe345
0,pac,pipe347
0,pac,pipe947
0,pac,pipe945
0,pac,pipe537
0,pac,pipe536
0,pac,pipe531
0,pac,pipe825
0,pac,pipe824
0,pac,pipe502
0,pac,pipe827
0,pac,pipe503
0,pac,pipe823
0,pac,pipe508
0,pac,pipe509
0,pac,pipe59
0,pac,pipe58
0,pac,pipe55
0,pac,pipe54
0,pac,pipe57
0,pac,pipe51
0,pac,pipe50
0,pac,pipe53
0,pac,pipe761
0,pac,pipe766
0,pac,pipe767
0,pac,pipe764
0,pac,pipe765
0,pac,pipe768
0,pac,pipe769
0,pac,pipe164
0,pac,pipe166
0,pac,pipe167
0,pac,pipe161
0,pac,pipe163
0,pac,pipe169
0,pac,pipe914
0,pac,pipe652
0,pac,pipe917
0,pac,pipe653
0,pac,pipe916
0,pac,pipe911
0,pac,pipe579
0,pac,pipe807
0,pac,pipe716
0,pac,pipe715
0,pac,pipe714
0,pac,pipe712
0,pac,pipe711
0,pac,pipe710
0,pac,pipe920
0,pac,pipe718
0,pac,pipe301
0,pac,pipe302
0,pac,pipe304
0,pac,pipe307
0,pac,pipe308
0,pac,pipe309
0,pac,pipe572
0,pac,pipe479
0,pac,pipe577
0,pac,pipe576
0,pac,pipe575
0,pac,pipe574
0,pac,pipe472
0,pac,pipe473
0,pac,pipe470
0,pac,pipe471
0,pac,pipe476
0,pac,pipe477
0,pac,pipe474
0,pac,pipe475
0,pac,pipe831
0,pac,pipe908
0,pac,pipe909
0,pac,pipe679
0,pac,pipe942
0,pac,pipe674
0,pac,pipe675
0,pac,pipe677
0,pac,pipe670
0,pac,pipe671
0,pac,pipe620
0,pac,pipe120
0,pac,pipe941
0,pac,pipe889
0,pac,pipe888
0,pac,pipe883
0,pac,pipe882
0,pac,pipe880
0,pac,pipe887
0,pac,pipe885
0,pac,pipe239
0,pac,pipe235
0,pac,pipe236
0,pac,pipe237
0,pac,pipe230
0,pac,pipe231
0,pac,pipe233
0,pac,pipe876
0,pac,pipe874
0,pac,pipe409
0,pac,pipe407
0,pac,pipe406
0,pac,pipe405
0,pac,pipe403
0,pac,pipe402
0,pac,pipe401
0,pac,pipe978
0,pac,pipe977
0,pac,pipe976
0,pac,pipe975
0,pac,pipe949
0,pac,pipe973
0,pac,pipe972
0,pac,pipe971
0,pac,pipe281
0,pac,pipe280
0,pac,pipe283
0,pac,pipe282
0,pac,pipe285
0,pac,pipe284
0,pac,pipe289
0,pac,pipe288
0,pac,pipe124
0,pac,pipe494
0,pac,pipe495
0,pac,pipe496
0,pac,pipe497
0,pac,pipe491
0,pac,pipe493
0,pac,pipe498
0,pac,pipe499
0,pdu,rack156
0,pdu,rack119
0,pdu,rack157
0,pdu,rack112
0,pdu,rack110
0,pdu,rack116
0,pdu,rack117
0,pdu,rack114
0,pdu,rack115
0,pdu,rack192
0,pdu,rack190
0,pdu,rack196
0,pdu,rack197
0,pdu,rack194
0,pdu,rack152
0,pdu,rack199
0,pdu,rack215
0,pdu,rack217
0,pdu,rack153
0,pdu,rack61
0,pdu,rack60
0,pdu,rack65
0,pdu,rack67
0,pdu,rack66
0,pdu,rack151
0,pdu,rack206
0,pdu,rack207
0,pdu,rack204
0,pdu,rack205
0,pdu,rack202
0,pdu,rack203
0,pdu,rack208
0,pdu,rack168
0,pdu,rack167
0,pdu,rack165
0,pdu,rack164
0,pdu,rack162
0,pdu,rack160
0,pdu,rack59
0,pdu,rack218
0,pdu,rack55
0,pdu,rack56
0,pdu,rack57
0,pdu,rack50
0,pdu,rack51
0,pdu,rack52
0,pdu,rack53
0,pdu,rack191
0,pdu,rack239
0,pdu,rack178
0,pdu,rack210
0,pdu,rack174
0,pdu,rack175
0,pdu,rack177
0,pdu,rack170
0,pdu,rack171
0,pdu,rack172
0,pdu,rack49
0,pdu,rack42
0,pdu,rack41
0,pdu,rack47
0,pdu,rack46
0,pdu,rack45
0,pdu,rack44
0,pdu,rack216
0,pdu,rack212
0,pdu,rack149
0,pdu,rack148
0,pdu,rack143
0,pdu,rack144
0,pdu,rack147
0,pdu,rack146
0,pdu,rack38
0,pdu,rack37
0,pdu,rack34
0,pdu,rack35
0,pdu,rack32
0,pdu,rack33
0,pdu,rack30
0,pdu,rack31
0,pdu,rack90
0,pdu,rack91
0,pdu,rack92
0,pdu,rack93
0,pdu,rack95
0,pdu,rack96
0,pdu,rack98
0,pdu,rack158
0,pdu,rack159
0,pdu,rack246
0,pdu,rack220
0,pdu,rack245
0,pdu,rack240
0,pdu,rack25
0,pdu,rack24
0,pdu,rack26
0,pdu,rack21
0,pdu,rack23
0,pdu,rack22
0,pdu,rack123
0,pdu,rack122
0,pdu,rack121
0,pdu,rack127
0,pdu,rack89
0,pdu,rack88
0,pdu,rack86
0,pdu,rack85
0,pdu,rack84
0,pdu,rack82
0,pdu,rack81
0,pdu,rack236
0,pdu,rack200
0,pdu,rack18
0,pdu,rack19
0,pdu,rack213
0,pdu,rack11
0,pdu,rack14
0,pdu,rack16
0,pdu,rack130
0,pdu,rack131
0,pdu,rack132
0,pdu,rack133
0,pdu,rack135
0,pdu,rack138
0,pdu,rack238
0,pdu,rack237
0,pdu,rack249
0,pdu,rack8
0,pdu,rack9
0,pdu,rack6
0,pdu,rack7
0,pdu,rack4
0,pdu,rack5
0,pdu,rack2
0,pdu,rack3
0,pdu,rack0
0,pdu,rack1
0,pdu,rack125
0,pdu,rack124
0,pdu,rack231
0,pdu,rack243
0,pdu,rack230
0,pdu,rack129
0,pdu,rack128
0,pdu,rack109
0,pdu,rack108
0,pdu,rack105
0,pdu,rack104
0,pdu,rack107
0,pdu,rack106
0,pdu,rack101
0,pdu,rack102
0,pdu,rack185
0,pdu,rack184
0,pdu,rack187
0,pdu,rack186
0,pdu,rack183
0,pdu,rack182
0,pdu,rack224
0,pdu,rack189
0,pdu,rack188
0,pdu,rack222
0,pdu,rack72
0,pdu,rack73
0,pdu,rack70
0,pdu,rack76
0,pdu,rack74
0,pdu,rack78
0,pdu,rack79
0,battery2,ups2
0,battery3,ups9
0,battery3,ups4
0,battery3,ups16
0,battery3,ups10
0,battery3,ups11
0,battery4,ups6
0,battery4,ups16
0,battery4,ups12
0,ups7,pdu
0,switch1,server11
0,switch1,server18
0,switch6,server67
0,switch6,server61
0,switch8,server87
0,switch9,server99
0,switch10,server100
0,switch13,server133
0,switch13,server131
0,switch14,server147
0,switch14,server148
0,switch15,server152
0,switch16,server161
0,switch16,server164
0,switch19,server198
0,switch19,server192
0,switch20,server202
0,switch20,server203
0,switch21,server211
0,switch24,server241
0,switch24,server248
0,switch28,server281
0,switch29,server298
0,switch29,server296
0,switch29,server295
0,switch30,server309
0,switch35,server352
0,switch38,server380
0,switch39,server399
0,switch39,server394
0,switch41,server415
0,switch41,server410
0,switch47,server473
0,switch47,server471
0,switch51,server511
0,switch51,server514
0,switch52,server522
0,switch52,server524
0,switch53,server534
0,switch54,server542
0,switch58,server587
0,switch58,server586
0,switch61,server612
0,switch62,server627
0,switch62,server622
0,switch63,server631
0,switch64,server641
0,switch64,server644
0,switch70,server706
0,switch70,server709
0,switch73,server732
0,switch74,server741
0,switch74,server744
0,switch79,server799
0,switch80,server801
0,switch80,server807
0,switch80,server805
0,switch81,server811
0,switch81,server818
0,switch83,server835
0,switch83,server832
0,switch83,server831
0,switch93,server930
0,switch96,server969
0,switch96,server960
0,switch96,server963
0,switch96,server964
0,switch97,server974
0,switch99,server997
0,switch99,server998
0,switch101,server1013
0,switch112,server1120
0,switch112,server1129
0,switch113,server1136
0,switch115,server1153
0,switch115,server1151
0,switch118,server1180
0,switch118,server1182
0,switch119,server1198
0,switch125,server1259
0,switch125,server1256
0,switch127,server1277
0,switch127,server1279
0,switch132,server1326
0,switch132,server1320
0,switch133,server1335
0,switch133,server1330
0,switch135,server1352
0,switch136,server1368
0,switch136,server1367
0,switch144,server1446
0,switch145,server1451
0,switch149,server1499
0,switch153,server1531
0,switch154,server1546
0,switch154,server1548
0,switch155,server1556
0,switch155,server1554
0,switch155,server1551
0,switch157,server1571
0,switch159,server1593
0,switch163,server1636
0,switch166,server1660
0,switch166,server1661
0,switch167,server1677
0,switch174,server1748
0,switch177,server1771
0,switch184,server1848
0,switch187,server1872
0,switch190,server1908
0,switch194,server1946
0,switch195,server1956
0,switch195,server1954
0,switch199,server1998
0,switch200,server2001
0,switch200,server2003
0,switch200,server2007
0,switch202,server2022
0,switch204,server2044
0,switch207,server2074
0,switch210,server2100
0,switch212,server2120
0,switch213,server2132
0,switch214,server2144
0,switch214,server2145
0,switch214,server2148
0,switch216,server2163
0,switch220,server2201
0,switch220,server2206
0,switch229,server2296
0,switch229,server2293
0,switch231,server2318
0,switch232,server2324
0,switch232,server2320
0,switch232,server2329
0,switch235,server2356
0,switch235,server2350
0,switch238,server2380
0,switch238,server2386
0,switch238,server2384
0,switch238,server2385
0,switch239,server2399
0,switch240,server2400
0,switch241,server2413
0,switch248,server2480
0,switch248,server2482
0,switch250,server2500
0,switch252,server2527
0,switch255,server2555
0,switch258,server2588
0,switch258,server2580
0,switch259,server2597
0,switch260,server2601
0,switch266,server2663
0,switch269,server2691
0,switch270,server2703
0,switch271,server2719
0,switch285,server2857
0,switch285,server2852
0,switch285,server2850
0,switch288,server2888
0,switch288,server2887
0,switch288,server2886
0,switch289,server2893
0,switch291,server2912
0,switch291,server2911
0,switch292,server2923
0,switch301,server3017
0,switch301,server3019
0,switch302,server3024
0,switch305,server3055
0,switch306,server3065
0,switch306,server3069
0,switch317,server3176
0,switch317,server3174
0,switch322,server3224
0,switch322,server3223
0,switch326,server3266
0,switch326,server3265
0,switch330,server3307
0,switch332,server3326
0,switch332,server3324
0,switch333,server3339
0,switch333,server3335
0,switch335,server3356
0,switch336,server3368
0,switch336,server3365
0,switch337,server3377
0,switch341,server3415
0,switch341,server3412
0,switch342,server3426
0,switch343,server3430
0,switch344,server3448
0,switch344,server3444
0,switch352,server3527
0,switch354,server3541
0,switch354,server3545
0,switch355,server3559
0,switch363,server3639
0,switch366,server3669
0,switch366,server3666
0,switch368,server3683
0,switch369,server3698
0,switch373,server3733
0,switch375,server3753
0,switch375,server3751
0,switch376,server3769
0,switch382,server3824
0,switch382,server3823
0,switch383,server3835
0,switch383,server3834
0,switch384,server3846
0,switch384,server3847
0,switch386,server3866
0,switch388,server3888
0,switch392,server3923
0,switch392,server3926
0,switch396,server3968
0,switch399,server3997
0,switch400,server4009
0,switch402,server4024
0,switch402,server4029
0,switch402,server4028
0,switch412,server4121
0,switch413,server4134
0,switch417,server4171
0,switch417,server4176
0,switch423,server4235
0,switch424,server4245
0,switch428,server4281
0,switch432,server4320
0,switch432,server4325
0,switch433,server4333
0,switch434,server4342
0,switch434,server4346
0,switch436,server4362
0,switch436,server4363
0,switch439,server4393
0,switch439,server4394
0,switch441,server4415
0,switch441,server4410
0,switch443,server4433
0,switch443,server4436
0,switch447,server4479
0,switch447,server4476
0,switch447,server4477
0,switch449,server4498
0,switch449,server4496
0,switch454,server4545
0,switch454,server4542
0,switch458,server4581
0,switch460,server4600
0,switch462,server4621
0,switch465,server4656
0,switch465,server4654
0,switch467,server4677
0,switch469,server4694
0,switch470,server4704
0,switch472,server4726
0,switch472,server4722
0,switch475,server4751
0,switch476,server4763
0,switch477,server4771
0,switch481,server4814
0,switch483,server4837
0,switch484,server4841
0,switch484,server4840
0,switch487,server4872
0,switch487,server4871
0,switch488,server4880
0,switch490,server4907
0,switch498,server4986
0,switch499,server4991
0,switch501,server5014
0,switch501,server5012
0,switch501,server5010
0,switch504,server5042
0,switch505,server5052
0,switch507,server5074
0,switch514,server5145
0,switch514,server5140
0,switch514,server5149
0,switch517,server5174
0,switch518,server5185
0,switch519,server5193
0,switch519,server5196
0,switch519,server5195
0,switch521,server5211
0,switch521,server5210
0,switch521,server5217
0,switch522,server5228
0,switch523,server5231
0,switch523,server5235
0,switch523,server5234
0,switch525,server5255
0,switch527,server5279
0,switch529,server5298
0,switch530,server5303
0,switch530,server5300
0,switch530,server5306
0,switch530,server5305
0,switch531,server5315
0,switch531,server5311
0,switch535,server5353
0,switch540,server5407
0,switch541,server5414
0,switch542,server5423
0,switch542,server5427
0,switch542,server5424
0,switch544,server5441
0,switch544,server5445
0,switch544,server5449
0,switch546,server5466
0,switch546,server5467
0,switch553,server5532
0,switch553,server5533
0,switch553,server5538
0,switch558,server5585
0,switch558,server5586
0,switch561,server5615
0,switch561,server5611
0,switch561,server5619
0,switch569,server5694
0,switch570,server5704
0,switch570,server5702
0,switch571,server5718
0,switch571,server5719
0,switch571,server5713
0,switch574,server5746
0,switch576,server5767
0,switch579,server5790
0,switch580,server5800
0,switch580,server5802
0,switch581,server5816
0,switch582,server5824
0,switch585,server5853
0,switch585,server5851
0,switch585,server5850
0,switch585,server5854
0,switch588,server5883
0,switch588,server5889
0,switch589,server5896
0,switch589,server5895
0,switch589,server5890
0,switch589,server5898
0,switch590,server5909
0,switch592,server5929
0,switch592,server5924
0,switch595,server5957
0,switch595,server5951
0,switch599,server5993
0,switch603,server6038
0,switch603,server6033
0,switch603,server6035
0,switch605,server6052
0,switch608,server6085
0,switch608,server6087
0,switch609,server6095
0,switch609,server6093
0,switch609,server6091
0,switch617,server6175
0,switch618,server6184
0,switch619,server6198
0,switch621,server6216
0,switch621,server6218
0,switch626,server6260
0,switch627,server6278
0,switch635,server6353
0,switch635,server6352
0,switch636,server6367
0,switch637,server6377
0,switch638,server6385
0,switch639,server6393
0,switch646,server6468
0,switch649,server6494
0,switch650,server6501
0,switch650,server6504
0,switch658,server6587
0,switch660,server6606
0,switch660,server6604
0,switch660,server6609
0,switch663,server6633
0,switch663,server6630
0,switch663,server6637
0,switch665,server6659
0,switch665,server6655
0,switch666,server6667
0,switch666,server6666
0,switch666,server6660
0,switch667,server6678
0,switch669,server6693
0,switch670,server6709
0,switch675,server6756
0,switch676,server6769
0,switch676,server6760
0,switch681,server6816
0,switch685,server6852
0,switch685,server6856
0,switch688,server6880
0,switch689,server6892
0,switch689,server6890
0,switch690,server6905
0,switch694,server6940
0,switch695,server6956
0,switch695,server6954
0,switch696,server6969
0,switch696,server6961
0,switch699,server6996
0,switch703,server7033
0,switch703,server7039
0,switch706,server7069
0,switch707,server7076
0,switch709,server7095
0,switch709,server7091
0,switch710,server7104
0,switch710,server7102
0,switch710,server7100
0,switch714,server7141
0,switch714,server7140
0,switch715,server7150
0,switch719,server7191
0,switch720,server7208
0,switch720,server7207
0,switch720,server7203
0,switch721,server7213
0,switch721,server7218
0,switch723,server7237
0,switch725,server7254
0,switch729,server7293
0,switch730,server7305
0,switch736,server7364
0,switch741,server7411
0,switch741,server7413
0,switch741,server7416
0,switch742,server7421
0,switch746,server7469
0,switch746,server7465
0,switch746,server7466
0,switch751,server7514
0,switch751,server7511
0,switch751,server7512
0,switch762,server7620
0,switch765,server7658
0,switch769,server7697
0,switch769,server7695
0,switch769,server7694
0,switch770,server7702
0,switch770,server7705
0,switch772,server7721
0,switch772,server7726
0,switch774,server7745
0,switch775,server7754
0,switch775,server7750
0,switch776,server7764
0,switch776,server7763
0,switch778,server7784
0,switch780,server7806
0,switch780,server7809
0,switch781,server7815
0,switch782,server7826
0,switch783,server7835
0,switch785,server7854
0,switch788,server7882
0,switch790,server7908
0,switch790,server7905
0,switch791,server7910
0,switch791,server7917
0,switch792,server7927
0,switch792,server7921
0,switch799,server7995
0,switch802,server8023
0,switch802,server8022
0,switch804,server8046
0,switch806,server8069
0,switch807,server8079
0,switch810,server8102
0,switch810,server8103
0,switch810,server8100
0,switch810,server8101
0,switch810,server8106
0,switch813,server8139
0,switch813,server8133
0,switch813,server8132
0,switch819,server8198
0,switch819,server8196
0,switch820,server8201
0,switch820,server8203
0,switch820,server8207
0,switch821,server8212
0,switch821,server8216
0,switch822,server8223
0,switch822,server8221
0,switch822,server8220
0,switch824,server8241
0,switch826,server8268
0,switch826,server8266
0,switch827,server8270
0,switch827,server8277
0,switch828,server8282
0,switch829,server8291
0,switch830,server8303
0,switch830,server8308
0,switch831,server8313
0,switch831,server8310
0,switch831,server8318
0,switch836,server8360
0,switch836,server8364
0,switch838,server8381
0,switch840,server8408
0,switch840,server8404
0,switch840,server8402
0,switch842,server8424
0,switch842,server8429
0,switch842,server8428
0,switch844,server8446
0,switch844,server8449
0,switch845,server8452
0,switch850,server8507
0,switch850,server8503
0,switch854,server8541
0,switch855,server8559
0,switch855,server8553
0,switch855,server8554
0,switch855,server8556
0,switch856,server8564
0,switch856,server8566
0,switch856,server8560
0,switch857,server8579
0,switch862,server8625
0,switch865,server8657
0,switch867,server8673
0,switch870,server8706
0,switch873,server8731
0,switch873,server8733
0,switch873,server8732
0,switch873,server8734
0,switch876,server8761
0,switch877,server8778
0,switch879,server8795
0,switch880,server8807
0,switch887,server8876
0,switch887,server8875
0,switch888,server8883
0,switch889,server8894
0,switch889,server8895
0,switch893,server8930
0,switch895,server8955
0,switch896,server8964
0,switch900,server9005
0,switch900,server9007
0,switch900,server9002
0,switch901,server9016
0,switch901,server9015
0,switch902,server9028
