timestamp,root_cause,alarm
1,rack4,router19
1,rack4,router17
1,rack4,switch18
1,rack4,switch16
1,rack6,switch26
1,rack6,router24
1,rack6,router26
1,rack6,switch27
1,rack6,switch25
1,rack7,router30
1,rack7,router31
1,rack7,switch31
1,rack7,switch30
1,rack7,router29
1,rack7,router28
1,rack7,switch29
1,rack9,router36
1,rack9,router37
1,rack9,router38
1,rack9,router39
1,rack9,switch36
1,rack9,switch39
1,rack9,switch38
1,pipe8,pipe8
1,chiller_plant,chiller_plant
1,switch2,switch2
1,rack2,rack2
1,switch6,switch6
1,pdu,pdu
1,switch36,switch36
1,generator1,generator1
1,rack6,rack6
1,switch32,switch32
1,battery3,battery3
1,pipe3,pipe3
1,router28,router28
1,switch3,switch3
1,rack7,rack7
1,switch7,switch7
1,switch26,switch26
1,switch22,switch22
1,router10,router10
1,router39,router39
1,battery4,battery4
1,pipe2,pipe2
1,rack9,rack9
1,pipe6,pipe6
1,switch18,switch18
1,router35,router35
1,router25,router25
1,switch4,switch4
1,switch21,switch21
1,switch25,switch25
1,rack4,rack4
1,pac,pac
1,router2,router2
1,pipe7,pipe7
1,router30,router30
1,switch24,switch24
1,cdu,cdu
1,switch20,switch20
1,router16,router16
1,switch35,switch35
1,router1,router1
1,switch16,switch16
1,router5,router5
1,battery2,battery2
1,substation1,substation1
2,chiller_plant,cdu
2,pac,pipe0
2,pac,pipe3
2,pac,pipe2
2,pac,pipe5
2,pac,pipe7
2,pac,pipe6
2,pdu,rack8
2,pdu,rack9
2,pdu,rack6
2,pdu,rack7
2,pdu,rack0
2,battery2,ups4
2,battery2,ups2
2,rack0,router2
2,rack0,router3
2,rack0,router1
2,rack0,switch1
2,rack0,switch0
2,rack2,router8
2,rack2,router9
2,rack2,switch11
2,rack2,switch9
2,rack2,switch8
2,rack3,router14
2,rack3,router12
2,rack3,router13
2,rack3,router15
2,rack3,switch15
2,rack3,switch13
2,rack3,switch14
2,rack5,switch23
2,rack5,switch20
2,rack5,router21
2,rack5,router23
2,rack5,router22
2,rack7,router30
2,rack7,router31
2,rack7,switch28
2,rack7,switch29
2,pdu,pdu
2,switch20,switch20
2,router32,router32
2,battery4,battery4
2,rack0,rack0
2,switch37,switch37
2,switch29,switch29
2,router14,router14
2,switch25,switch25
2,switch17,switch17
2,router1,router1
2,switch21,switch21
2,pipe1,pipe1
2,switch6,switch6
2,rack5,rack5
2,router38,router38
2,router22,router22
2,router34,router34
2,router19,router19
2,chiller_plant,chiller_plant
2,switch22,switch22
2,router30,router30
2,pac,pac
2,battery2,battery2
2,pipe4,pipe4
2,router29,router29
2,rack2,rack2
2,router39,router39
2,router7,router7
2,switch27,switch27
2,router35,router35
2,switch14,switch14
2,router3,router3
2,switch18,switch18
2,pipe7,pipe7
2,pipe3,pipe3
2,router28,router28
2,rack3,rack3
2,switch0,switch0
2,router4,router4
2,rack7,rack7
3,substation2,transformer1
3,chiller_plant,cdu
3,cdu,pac
3,pac,pipe9
3,pac,pipe1
3,pac,pipe5
3,pac,pipe4
3,pac,pipe7
3,pdu,rack6
3,pdu,rack4
3,pdu,rack5
3,pdu,rack1
3,rack2,router9
3,rack2,router10
3,rack2,router11
3,rack2,switch11
3,rack2,switch10
3,rack2,switch9
3,rack2,switch8
3,rack5,switch21
3,rack5,switch22
3,rack5,switch20
3,rack5,router20
3,rack5,router23
3,rack5,router22
3,rack6,switch26
3,rack6,router25
3,rack6,router27
3,rack6,router26
3,rack6,switch27
3,rack6,switch24
3,rack6,switch25
3,rack8,switch35
3,rack8,switch33
3,rack8,switch32
3,rack9,router36
3,rack9,router37
3,rack9,router39
3,rack9,switch37
3,rack9,switch38
3,switch36,switch36
3,router30,router30
3,pac,pac
3,substation2,substation2
3,pdu,pdu
3,router27,router27
3,battery2,battery2
3,router38,router38
3,rack8,rack8
3,chiller_plant,chiller_plant
3,router13,router13
3,pipe2,pipe2
3,switch22,switch22
3,switch16,switch16
3,switch12,switch12
3,switch37,switch37
3,router7,router7
3,switch2,switch2
3,pipe4,pipe4
3,pipe7,pipe7
3,cdu,cdu
3,switch25,switch25
3,switch34,switch34
3,router32,router32
3,switch30,switch30
3,battery4,battery4
3,router2,router2
3,router19,router19
3,switch3,switch3
3,router15,router15
3,pipe1,pipe1
3,rack6,rack6
3,router11,router11
3,rack2,rack2
3,switch18,switch18
3,switch20,switch20
3,router9,router9
3,switch10,switch10
3,switch31,switch31
3,router1,router1
3,router18,router18
3,router5,router5
3,rack9,rack9
3,switch0,switch0
3,router22,router22
3,rack5,rack5
3,router10,router10
3,switch23,switch23
4,chiller_plant,cdu
4,pac,pipe8
4,pac,pipe0
4,pac,pipe2
4,pac,pipe4
4,pac,pipe7
4,pdu,rack9
4,pdu,rack6
4,pdu,rack7
4,pdu,rack4
4,pdu,rack5
4,pdu,rack3
4,battery4,ups3
4,rack1,router7
4,rack1,router4
4,rack1,switch5
4,rack3,router14
4,rack3,switch13
4,rack3,switch14
4,rack6,router25
4,rack6,router24
4,rack6,switch24
4,rack6,switch25
4,rack7,router30
4,rack7,router31
4,rack7,switch31
4,rack7,switch30
4,rack7,switch28
4,rack7,switch29
4,rack9,router37
4,rack9,switch37
4,rack9,switch36
4,rack9,switch39
4,router11,router11
4,rack1,rack1
4,battery1,battery1
4,switch14,switch14
4,switch3,switch3
4,switch31,switch31
4,switch10,switch10
4,router35,router35
4,chiller_plant,chiller_plant
4,switch25,switch25
4,router5,router5
4,rack6,rack6
4,pipe8,pipe8
4,battery4,battery4
4,pipe4,pipe4
4,switch2,switch2
4,switch26,switch26
4,router6,router6
4,pdu,pdu
4,pac,pac
4,router30,router30
4,switch38,switch38
4,rack3,rack3
4,switch15,switch15
4,rack7,rack7
4,router20,router20
4,switch22,switch22
4,switch1,switch1
4,pipe3,pipe3
4,switch27,switch27
4,switch37,switch37
4,switch29,switch29
4,router3,router3
4,router10,router10
4,router39,router39
4,router16,router16
4,switch20,switch20
4,switch36,switch36
4,rack9,rack9
4,router4,router4
5,substation2,transformer2
5,chiller_plant,cdu
5,pac,pipe9
5,pac,pipe1
5,pac,pipe3
5,pac,pipe2
5,pac,pipe7
5,pac,pipe6
5,pdu,rack8
5,pdu,rack6
5,pdu,rack7
5,pdu,rack0
5,pdu,rack1
5,rack1,router4
5,rack1,router5
5,rack1,switch6
5,rack1,switch4
5,rack2,router9
5,rack2,router10
5,rack2,switch11
5,rack2,switch10
5,rack2,switch9
5,rack2,switch8
5,rack6,router25
5,rack6,router27
5,rack6,switch27
5,rack6,switch25
5,rack8,router32
5,rack8,router35
5,rack8,switch33
5,rack8,switch32
5,rack9,router36
5,rack9,router37
5,rack9,switch37
5,rack9,switch36
5,rack9,switch38
5,router6,router6
5,rack2,rack2
5,router2,router2
5,rack6,rack6
5,router26,router26
5,switch27,switch27
5,rack9,rack9
5,switch35,switch35
5,router36,router36
5,rack1,rack1
5,router32,router32
5,pipe7,pipe7
5,pipe3,pipe3
5,switch26,switch26
5,router5,router5
5,switch22,switch22
5,rack8,rack8
5,router35,router35
5,switch10,switch10
5,router31,router31
5,router4,router4
5,router29,router29
5,pipe4,pipe4
5,router39,router39
5,router17,router17
5,switch25,switch25
5,router24,router24
5,switch33,switch33
5,switch37,switch37
5,switch11,switch11
5,substation2,substation2
5,switch29,switch29
5,router30,router30
5,pipe5,pipe5
5,router21,router21
5,router37,router37
5,pdu,pdu
5,switch34,switch34
5,battery2,battery2
5,chiller_plant,chiller_plant
5,switch14,switch14
5,switch38,switch38
5,router19,router19
5,pac,pac
6,substation1,transformer2
6,chiller_plant,cdu
6,cdu,pac
6,pac,pipe9
6,pac,pipe1
6,pac,pipe3
6,pac,pipe2
6,pac,pipe4
6,pac,pipe7
6,pac,pipe6
6,pdu,rack8
6,pdu,rack7
6,pdu,rack4
6,pdu,rack2
6,pdu,rack3
6,pdu,rack0
6,pdu,rack1
6,battery1,ups1
6,rack0,router2
6,rack0,router3
6,rack0,router0
6,rack0,router1
6,rack0,switch3
6,rack0,switch2
6,rack0,switch0
6,rack6,switch26
6,rack6,router25
6,rack6,router24
6,rack6,router27
6,rack6,switch24
6,rack8,router34
6,rack8,switch35
6,rack8,switch34
6,switch28,switch28
6,rack0,rack0
6,router38,router38
6,pipe0,pipe0
6,router22,router22
6,switch0,switch0
6,rack8,rack8
6,cdu,cdu
6,router10,router10
6,switch24,switch24
6,pipe4,pipe4
6,pipe8,pipe8
6,pdu,pdu
6,router4,router4
6,switch29,switch29
6,switch36,switch36
6,pac,pac
6,switch21,switch21
6,router31,router31
6,pipe7,pipe7
6,router25,router25
6,battery3,battery3
6,switch15,switch15
6,switch16,switch16
6,router1,router1
6,router24,router24
6,switch39,switch39
6,rack6,rack6
6,switch19,switch19
6,router37,router37
6,router12,router12
6,router19,router19
6,pipe2,pipe2
6,router32,router32
6,pipe6,pipe6
6,substation1,substation1
6,battery2,battery2
6,switch6,switch6
6,switch2,switch2
6,switch10,switch10
6,router2,router2
6,router6,router6
6,switch34,switch34
6,router13,router13
6,switch23,switch23
6,switch5,switch5
6,chiller_plant,chiller_plant
6,router33,router33
6,switch27,switch27
6,battery1,battery1
